"Question","Options","Correct Answer","Justification","revoir"
"You have an Azure Virtual Machine with SQL Server installed- and you need to copy data to Azure Data Lake using Data Factory. Which integration runtime should you use?","a) Azure Integration Runtime - b) Self-Hosted Integration Runtime - c) Azure SSIS Integration Runtime","b) Self-Hosted Integration Runtime","b) Self-Hosted Integration Runtime : Correct - car un runtime auto-hébergé est nécessaire lorsque vous accédez à une source de données locale - comme un serveur SQL sur une machine virtuelle.","0.0"
"You are designing a real-time dashboard for streaming data from remote sensors. What should you use for input- output- and aggregation in Azure Stream Analytics?","a) Event Hub - b) Power BI - c) Azure Stream Analytics","a) Event Hub - b) Power BI - c) Azure Stream Analytics","a) Event Hub - b) Power BI - c) Azure Stream Analytics : Corrects - car l'Event Hub est utilisé pour l'ingestion des données - Power BI pour l'affichage - et Stream Analytics pour l'agrégation des données.","0.0"
"You are building an Azure Synapse Analytics dedicated SQL pool that will contain a fact table for transactions from the first half of the year 2020. You need to ensure that the table meets the following requirements: Minimize the processing time to delete data that is older than 10 years- and minimize the I/O for queries that use year-to-date values. How should you complete the Transact-SQL statement?","a) Partition the table by Year - b) Partition the table by Month - c) Use a clustered columnstore index - d) Use a clustered index","a) Partition the table by Year | c) Use a clustered columnstore index","a) Partition the table by Year | c) Use a clustered columnstore index: Correct - as partitioning by year helps with deleting older data efficiently - and using a clustered columnstore index optimizes both storage and query performance for large fact tables.","0.0"
"You have an Azure Synapse Analytics dedicated SQL pool that contains a table named Table1. Table1 contains the following: 1 billion rows- a clustered columnstore index- a hash-distributed column named ProductKey- and a column named SalesDate that is of the date data type and cannot be null. 30 million rows will be added to Table1 each month. You need to partition Table1 based on the SalesDate column. The solution must optimize query performance and data loading. How often should you create a partition?","a) Once per month - b) Once per year - c) Once per day - d) Once per week","b) Once per year","b) Once per year: Correct - because partitioning by year balances query performance and data loading for large tables with millions of rows added each month.","0.0"
"You monitor an Apache Spark job that has been slower than usual during the last two days. The job runs a single SQL statement in which two tables are joined. You discover that one of the tables has significant data skew. You need to improve job performance. Which hint should you use in the query?","a) COALESCE - b) REBALANCE - c) REPARTITION - d) SKEW","d) SKEW","Le hint SKEW doit être utilisé pour résoudre les problèmes de déséquilibre de données (data skew) lors d'une jointure dans un travail Apache Spark. COALESCE réduit le nombre de partitions - REPARTITION spécifie le nombre de partitions basé sur des expressions - et REBALANCE ajuste la taille des partitions après une opération.","0.0"
"You have an Azure Databricks workspace named workspace1 in the Standard pricing tier. Workspace1 contains an all-purpose cluster named cluster1. You need to reduce the time it takes for cluster1 to start and scale up. The solution must minimize costs. What should you do?","a) Configure a global init script for workspace1 - b) Create a cluster policy in workspace1 - c) Upgrade workspace1 to the Premium pricing tier - d) Create a pool in workspace1","d) Create a pool in workspace1","d) Create a pool in workspace1: Correct - because creating a pool in Databricks allows clusters to start faster by pre-warming a set of resources - which minimizes startup time and reduces costs.","0.0"
"Which Azure Data Factory component orchestrates a transformation job or runs a data movement command?","a) Linked Services - b) Datasets - c) Activities","c) Activities","c) Activities : Correct - car les activités contiennent les étapes de transformation et de mouvement des données dans Azure Data Factory. Les autres options - comme Linked Services - ne sont que des connexions.","0.0"
"You need to monitor an Azure Synapse Analytics dedicated SQL pool to identify whether you need to scale up the service. Which metric should you monitor?","a) CPU percentage - b) Data IO percentage - c) DWU used","c) DWU used","c) DWU used : Correct - car cette métrique indique l'utilisation des unités de traitement des données - essentiel pour déterminer si un passage à un niveau de service supérieur est nécessaire.","0.0"
"You are developing a solution that uses Azure Stream Analytics to process customer data. Does the solution of having two streaming inputs- one query- and two outputs meet the goal?","a) Yes - b) No","b) No","b) No : Correct - car la solution donnée ne répond pas aux besoins de référence de données et de requêtes multiples.","0.0"
"You have a query in Azure Stream Analytics that combines two streams of partitioned data. Is the partitioning scheme key and count required to match between the streams?","a) Yes - b) No","a) Yes","a) Yes : Correct - car les clés de partition et les comptes doivent correspondre lors de la jonction de flux de données dans Azure Stream Analytics.","0.0"
"How do you configure version control in Azure Data Factory using Git?","Based on scenario-specific configurations shown in the video","Based on scenario-specific configurations","Basé sur des configurations spécifiques : Correct - car la configuration de Git dans Azure Data Factory dépend des branches de publication et de collaboration.","0.0"
"You plan to implement a data lifecycle policy to identify and delete blobs not modified in the last 100 days. You apply an Azure Blob Storage lifecycle policy. Does this solution meet the goal?","a) Yes - b) No","a) Yes","a) Yes : Correct - car Azure Blob Storage Lifecycle Policy permet de gérer efficacement la suppression des blobs en fonction de leur cycle de vie.","0.0"
"Which Azure data platform is commonly used to process data in an ELT framework?","a) Azure Data Factory - b) Azure Databricks - c) Azure Data Lake Storage","a) Azure Data Factory","a) Azure Data Factory : Correct - car Azure Data Factory est couramment utilisé pour traiter des données dans un cadre ELT (Extract - Load - Transform).","0.0"
"Who performs advanced analytics to drive value from data?","a) Data Engineer - b) Data Scientist - c) AI Engineer","b) Data Scientist","b) Data Scientist : Correct - car un Data Scientist effectue des analyses avancées pour extraire des informations des données. a) Data Engineer : Incorrect - car l'ingénieur de données gère l'infrastructure - pas l'analyse. c) AI Engineer : Incorrect - car il se concentre sur la construction de modèles IA - pas l'analyse de données.","0.0"
"Which transformation is used to load data into a datastore or compute resource in Azure Data Factory?","a) Source - b) Destination - c) Sync - d) Window","c) Sync","c) Sync : Correct - car la transformation Sync est utilisée pour charger les données dans une ressource de calcul ou de stockage.","0.0"
"How should Azure Data Factory be configured for best performance and schema inference when moving JSON files?","a) Merge File - b) Sync File Type: Parquet","a) Merge File - b) Parquet","a) Merge File - b) Parquet : Corrects - car fusionner les fichiers et utiliser le format Parquet offre de meilleures performances et une inférence de schéma. d'autres formats de fichiers ne sont pas aussi performants pour ces tâches.","0.0"
"You need to create an Azure Cosmos DB account that uses encryption keys managed by your organization. Which steps should you perform in sequence?","a) Create Azure Key Vault - b) Create Cosmos DB account - c) Set encryption to customer-managed key - d) Generate a new key","a) Create Azure Key Vault - b) Create Cosmos DB account - c) Set encryption to customer-managed key - d) Generate a new key","a) Create Azure Key Vault - b) Create Cosmos DB account - c) Set encryption to customer-managed key - d) Generate a new key : Corrects - car ces étapes configurent un compte Cosmos DB sécurisé avec des clés de chiffrement gérées par l'organisation.","0.0"
"You plan to create an Azure Data Lake Storage Gen2 account. You need to recommend a storage solution that meets the following requirements: First- provides the highest degree of data resiliency. Second- ensures that the container remains available for writes if a primary data center fails. What should you include in the recommendation?","a) Locally Redundant Storage - b) Geo-Redundant Storage - c) Zone-Redundant Storage - d) Read-Access Geo-Redundant Storage","b) Geo-Redundant Storage","b) Geo-Redundant Storage: Correct - because Geo-Redundant Storage ensures data is replicated across multiple data centers and provides high resiliency - ensuring data is available even if a primary data center fails.","0.0"
"You are designing an Azure Stream Analytics solution that will analyze Twitter data. You need to count the tweets in each 10-second window. The solution must ensure that each tweet is counted only once. Solution: You use a sliding window - and you set the window size to 10 seconds. Does this meet the goal?","a) Yes - b) No","b) No","A sliding window allows overlapping windows - meaning an event can be counted multiple times. In this case - a tumbling window is more appropriate as it ensures each event is counted exactly once.","0.0"
"You suspect there are integrity issues with the allocation of data pages in a SQL pool database. Which command should you execute to check the allocation integrity?","a) DBCC PDW_SHOWSPACEUSED - b) DBCC CHECKALLOC - c) sys.dm_pdw_node_status - d) sys.dm_pdw_nodes_db_partition_stats","b) DBCC CHECKALLOC","b) DBCC CHECKALLOC : Correct - car cette commande vérifie l'intégrité des allocations de pages dans la base de données - en s'assurant qu'il n'y a pas de corruption. Les autres options sont incorrectes : a) DBCC PDW_SHOWSPACEUSED donne des informations sur l'espace utilisé mais ne vérifie pas l'intégrité des allocations. c) et d) surveillent l'état des nœuds et des partitions - mais ne sont pas conçues pour vérifier l'intégrité des allocations de données.","0.0"
"You use Azure Stream Analytics to receive Twitter data from Azure Event Hubs and output the data to an Azure Blob Storage account. You need to output the count of tweets during the last five minutes every five minutes. Which windowing function should you use?","a) 5-minute sliding window - b) 5-minute session window - c) 5-minute tumbling window - d) 1-minute hop window","c) 5-minute tumbling window","c) 5-minute tumbling window : Correct - car cette fonction divise les flux de données en segments non chevauchants de 5 minutes pour un comptage précis des tweets.","0.0"
"Azure Databricks is?","a) data analytics platform - b) AI platform - c) Data ingestion platform","a) data analytics platform","Azure Databricks is primarily a data analytics platform that supports big data and machine learning workflows - optimized for running Apache Spark-based workloads.","0.0"
"You have a real-time data analysis solution hosted on Microsoft Azure using Event Hub and Azure Stream Analytics. How can you optimize performance for the Stream Analytics job?","a) Implement event ordering - b) Implement user-defined functions - c) Implement query parallelization by partitioning the data input - d) Scale up the SU count for the job","c) Implement query parallelization by partitioning the data input","c) Implement query parallelization by partitioning the data input : Correct - car la parallélisation améliore les performances des jobs Stream Analytics.","0.0"
"You have an Azure Data Lake Storage account with a staging zone. You need to design a daily process to ingest incremental data. Does using an Azure Data Factory schedule trigger meet the goal?","a) Yes - b) No","b) No","b) No : Correct - car un déclencheur ne peut pas exécuter un script R directement dans le processus de pipeline.","0.0"
"You have an Azure subscription with an Azure Storage account. You need to identify and delete blobs that were not modified in the last 100 days. You scheduled an Azure Data Factory pipeline with delete activity. Does this solution meet the goal?","a) Yes - b) No","b) No","b) No : Correct - car une simple activité de suppression dans un pipeline Azure Data Factory ne suffit pas pour satisfaire les exigences de conformité.","0.0"
"You are moving data from an Azure Data Lake Gen2 storage to Azure Synapse Analytics. Which Azure Data Factory integration runtime would you use in a data copy activity?","a) Azure SSIS - b) Azure IR - c) Self-hosted - d) Pipelines","b) Azure IR","b) Azure IR : Correct - car Azure Integration Runtime permet la copie de données entre les services de stockage d'Azure et Synapse Analytics dans une région.","0.0"
"Which HDInsight cluster should you create for Lambda architecture on Azure for high-performance queries?","a) Apache HBase - b) Apache Hadoop - c) Interactive Query - d) Apache Spark","d) Apache Spark","d) Apache Spark : Correct - car Spark prend en charge les requêtes interactives et est adapté pour une architecture Lambda. a) Apache HBase - b) Apache Hadoop - c) Interactive Query : Incorrects - car ces technologies ne répondent pas aussi bien aux besoins des requêtes à faible latence.","0.0"
"Which Azure Data Factory components should you recommend using together to import daily inventory data from SQL Server to Azure Data Lake Storage?","a) Azure Integration Runtime - b) Azure SSIS Integration Runtime - c) Self-Hosted Integration Runtime | a) Event-based Trigger - b) Scheduled Trigger - c) Tumbling Window Trigger | a) Copy Activity - b) Lookup Activity - c) Stored Procedure Activity","c) Self-Hosted Integration Runtime | b) Scheduled Trigger | a) Copy Activity","c) Self-Hosted Integration Runtime | b) Scheduled Trigger | a) Copy Activity : Correct - car le runtime auto-hébergé est nécessaire pour se connecter à une base SQL sur un réseau privé. Le trigger programmé permet de respecter la fréquence d'importation et l'activité de copie est utilisée pour transférer les données.","0.0"
"You have the following Azure Stream Analytics query: [Query Exhibit]. For each of the following statements- select Yes if the statement is true; otherwise- select No. First: The query combines two streams of partitioned data. Second: The stream schema key and count must match the output schema. Third: Providing 60 streaming units will optimize the performance of the query.","a) Yes - b) No","First Statement: b) No - Second Statement: a) Yes - Third Statement: a) Yes","First Statement: b) No - because the query does not combine two streams of partitioned data. Second Statement: a) Yes - because the schema key and count must match the output schema. Third Statement: a) Yes - providing sufficient streaming units optimizes query performance.","0.0"
"You configure monitoring for an Azure Synapse Analytics implementation that uses PolyBase to load data from CSV files stored in Azure Data Lake Storage Gen2 using an external table. Files with an invalid schema cause errors to occur. You need to monitor for an invalid schema error. Which error should you monitor for?","a) Storage Engine Exception - b) Schema Mismatch - c) Data Type Mismatch - d) External Table Not Found","b) Schema Mismatch","b) Schema Mismatch : Correct - car une erreur de correspondance de schéma est généralement liée à des fichiers CSV dont le format ne correspond pas aux attentes de la table externe.","0.0"
"You have an Azure Synapse workspace named MyWorkspace that contains an Apache Spark database named mytestdb. You execute a SQL query after inserting data into mytestdb.myParquetTable using Spark. What will be returned by the following query?","a) 24 - b) an error - c) a null value","b) an error","The query will result in an error because the WHERE clause uses 'name' - which does not exist. The correct column name is 'EmployeeName'.","0.0"
"A user reports that queries against a SQL pool in Azure Synapse take longer than expected. You need to add monitoring to the underlying storage. Which two metrics should you monitor?","a) Cache Hit Percentage - b) Active Queries - c) Snapshot Storage Size - d) DWU Limit - e) Cache Use Percentage","a) Cache Hit Percentage - e) Cache Use Percentage","a) Cache Hit Percentage - e) Cache Use Percentage : Corrects - car ces métriques permettent de surveiller l'utilisation et les performances du cache - ce qui peut affecter la vitesse des requêtes.","0.0"
"You need to implement an Azure Synapse Analytics database object for storing the sales transaction data. The solution must meet the sales transaction dataset requirements. What should you do?","a) Create external table - b) Create table - c) Create view | a) Format options - b) Range left for values - c) Range right for values","b) Create table | c) Range right for values","b) Create table | c) Range right for values : Correct - car créer une table est nécessaire pour stocker les données transactionnelles et 'range right' assure que les valeurs limites appartiennent à la partition de droite - optimisant ainsi les performances de partitionnement.","0.0"
"You are designing an Azure Stream Analytics solution that receives instant messaging data from an Azure Event Hub. You need to ensure that the output from the Stream Analytics job counts the number of messages per time zone every 15 seconds. How should you complete the Stream Analytics query?","1) Pour compléter après FROM MessageStream : a) Last - b) Over - c) SYSTEM.TIMESTAMP() - d) TIMESTAMP BY CreatedAt | 2) Pour compléter dans GROUP BY : a) HOPPINGWINDOW - b) SESSIONWINDOW - c) SLIDINGWINDOW - d) TUMBLINGWINDOW","d) TIMESTAMP BY CreatedAt | d) TUMBLINGWINDOW","TIMESTAMP BY est utilisé pour spécifier la colonne contenant les horodatages des événements. TUMBLINGWINDOW est approprié pour segmenter les événements en fenêtres de 15 secondes sans chevauchement.","0.0"
"Your company has a branch office that contains a point of sale (POS) system. You have an Azure subscription that contains a Microsoft SQL Server database named DB1 and an Azure Synapse Analytics workspace. You plan to use an Azure Synapse pipeline to copy CSV files from the branch office- perform complex transformations on their content- and then load them to DB1. You need to pass a subset of data to test whether the CSV columns are mapped correctly. What can you use to perform the test?","a) Data Flow Debug - b) Datasets - c) Integration runtime - d) Linked service","a) Data Flow Debug","L'option Data Flow Debug est disponible dans une activité de flux de données et permet de passer un sous-ensemble de données à travers le flux - ce qui peut être utile pour tester si les colonnes sont correctement mappées. - -Les autres options ne sont pas correctes car : -- **b) Datasets** : fait référence aux données spécifiques consommées et produites par les activités dans un pipeline - et non à une option de test. -- **c) Integration runtime** : est un concept de pipeline qui fait référence aux ressources de calcul nécessaires pour exécuter le pipeline - et non un outil de test. -- **d) Linked service** : est requis lorsqu'une activité a besoin ou dépend d'un service externe - mais il ne s'agit pas d'un outil pour tester le mappage de colonnes.","0.0"
"Which technology is a globally distributed- multi-model database with sub-second query performance?","a) SQL Database - b) Azure SQL Database - c) Apache Hadoop - d) Cosmos DB - e) Azure Synapse","d) Cosmos DB","d) Cosmos DB : Correct - car Cosmos DB est une base de données mondiale multi-modèle avec des performances de requête en temps réel. a) SQL Database - b) Azure SQL Database - c) Apache Hadoop - e) Azure Synapse : Incorrects - car ils ne sont pas conçus pour des performances globales aussi rapides que Cosmos DB.","0.0"
"In a dedicated Synapse Analytics SQL pool- you want to know the space used by a specific table in the database. Which command should you execute to retrieve this information?","a) DBCC PDW_SHOWSPACEUSED - b) DBCC CHECKALLOC - c) sys.dm_pdw_node_status - d) sys.dm_pdw_nodes_db_partition_stats","a) DBCC PDW_SHOWSPACEUSED","a) DBCC PDW_SHOWSPACEUSED : Correct - car cette commande permet d'obtenir des informations sur l'espace utilisé par une table spécifique dans un pool SQL dédié. Les autres options sont incorrectes : b) DBCC CHECKALLOC vérifie l'intégrité des allocations de pages - mais ne fournit pas d'informations sur l'espace utilisé. c) et d) sont des vues système pour surveiller l'état des nœuds et des partitions - mais elles ne donnent pas de détails sur l'espace utilisé par une table.","0.0"
"Microsoft Purview est une solution de gouvernance des données qui aide à gérer et protéger les actifs de données.","Le portail de gouvernance est utilisé pour rechercher et gérer les métadonnées dans Microsoft Purview.","Le portail de conformité est conçu pour la gestion des risques liés aux informations sensibles.","Le portail de gouvernance est essentiel pour identifier les actifs catalogués, contrairement aux autres services Azure.","0.0"
"You have an Azure subscription and plan to build a data warehouse in an Azure Synapse Analytics dedicated SQL pool named pool1 that will contain staging tables and a dimensional model. Pool1 will contain the following tables: You need to design the table storage for pool1. The solution must meet the following requirements: First- maximize the performance of data loading operations to the staging tables. Second- minimize query times for reporting queries against the dimensional model. Which type of table distribution should you use for each table?","a) Hash - b) Round-robin - c) Replicated","Staging Tables: b) Round-robin - Dimensional Tables: a) Hash","Staging Tables: b) Round-robin - Dimensional Tables: a) Hash: Correct - because round-robin maximizes performance for staging tables - and hash distribution optimizes query performance for the dimensional model.","0.0"
"You monitor an Azure Stream Analytics job and discover that the Backlogged Input Events metrics show non-zero values for the last few hours. What should you do to improve job performance without changing the query?","a) Increase the number of Streaming Units (SU). - b) Increase the settings for late events. - c) Move the job to the dedicated Stream Analytics cluster. - d) Repartition the input stream.","a) Increase the number of Streaming Units (SU).","Vous devez augmenter le nombre d'unités de streaming (SUs) - car cela ajoute plus de puissance de calcul au travail. L'augmentation des paramètres d'événements en retard ne résoudra pas le problème de performance - et le déplacement du travail vers un cluster dédié donne un accès administratif mais n'améliore pas la performance directement.","0.0"
"You are designing a Synapse SQL pool and need to audit access to PII (personally identifiable information). What should you implement?","a) Column-Level Security - b) Dynamic Data Masking - c) Row-Level Security - d) Sensitivity Classification","d) Sensitivity Classification","d) Sensitivity Classification : Correct - car elle permet d'auditer l'accès aux informations personnellement identifiables (PII).","0.0"
"You have an Azure Synapse Analytics Apache Spark pool named pool1. You plan to load JSON files from an Azure Data Lake Storage Gen2 container into the tables in pool1. The structure and data types vary by file. You need to load the files into the tables- and the solution must maintain the source data types. What should you do?","a) Use a conditional split transformation in Azure Synapse Data Flows - b) Use a Get Metadata activity in Azure Data Factory - c) Load the data by using the OPENROWSET Transact-SQL command in an Azure Synapse Analytics serverless SQL pool - d) Load the data by using PySpark","d) Load the data by using PySpark","d) Load the data by using PySpark: Correct - because PySpark allows flexible schema inference and can handle varying structures and data types while maintaining the source data types.","0.0"
"You have an Enterprise Data Warehouse in Azure Synapse Analytics that contains a table named FactOnlineSales. The table contains data from the start of 2009 to the end of 2012. You need to improve the performance of queries against FactOnlineSales by using table partitions. The solution must create four partitions based on the order date and ensure that each partition contains all orders placed during a given calendar year. How should you complete the T-SQL command?","a) RIGHT - b) LEFT | a) VALUES (2009 - 2010 - 2011 - 2012) - b) VALUES (2013 - 2014 - 2015 - 2016) - c) VALUES (2012 - 2013 - 2014 - 2015)","b) LEFT | a) VALUES (2009 - 2010 - 2011 - 2012)","b) LEFT | a) VALUES (2009 - 2010 - 2011 - 2012) : Correct - car la clause LEFT partitionne les valeurs de l'année à gauche et les valeurs choisies permettent de diviser les données par année civile - comme exigé.","0.0"
"Publishers can use either HTTPS or AMQP to send messages to Azure Event Hub. How many default partitions are available?","a) 1 - b) 2 - c) 4 - d) 8 - e) 12","c) 4","c) 4 : Correct - car par défaut - Azure Event Hub fournit quatre partitions.","0.0"
"What information is displayed as output when you execute the PDW_SHOWSPACEUSED command?","a) The number of rows on each table for each distribution - b) The amount of physical space used for the table on each distribution - c) The amount of data read from cache for the given table per distribution - d) The amount of remaining space in the distribution","a) The number of rows on each table for each distribution - b) The amount of physical space used for the table on each distribution","The command shows the number of rows and the physical space used for the table on each distribution.","0.0"
"You plan to implement an Azure Data Lake Gen 2 storage account and need to ensure that it remains available even if a data center fails in the primary Azure region. Which type of replication should you use?","a) Geo-Redundant Storage (GRS) - b) Geo-Zone Redundant Storage (GZRS) - c) Zone Redundant Storage (ZRS) - d) Locally Redundant Storage (LRS)","c) Zone Redundant Storage (ZRS)","c) ZRS : Correct - car il assure une redondance à moindre coût dans la région primaire même en cas de panne d'un centre de données.","0.0"
"You are designing a financial transaction table in Azure Synapse Analytics with 500 million rows per account type and 65 million rows per transaction month. Analysts will mostly query data by month. On which column should you partition the table?","a) Customer Segment - b) Account Type - c) Transaction Type - d) Transaction Month","d) Transaction Month","d) Transaction Month : Correct - car partitionner par mois minimise les temps de requête pour les analyses par période.","0.0"
"You have an Azure Synapse Analytics dedicated SQL pool with a large fact table. Incoming queries use the sales key column. Which distribution method should you use to optimize performance?","a) Hash Distributed with Clustered Index - b) Hash Distributed with Clustered Columnstore Index - c) Round Robin Distributed with Clustered Index - d) Round Robin Distributed with Clustered Columnstore Index","b) Hash Distributed with Clustered Columnstore Index","b) Hash Distributed with Clustered Columnstore Index : Correct - car cela permet d'optimiser les performances des requêtes sur de grandes tables de faits.","0.0"
"You want to ingest data from a SQL Server database hosted on an on-premises Windows server using Azure Data Factory. Which integration runtime is required?","a) Azure Integration Runtime - b) Azure SSIS Integration Runtime - c) Self-Hosted Integration Runtime","c) Self-Hosted Integration Runtime","c) Self-Hosted Integration Runtime : Correct - car un runtime auto-hébergé est nécessaire pour accéder à un serveur SQL local depuis Azure Data Factory.","0.0"
"Les Streaming Units (SU) dans Azure Stream Analytics représentent la puissance de calcul allouée à une tâche.","Les Backlogged Input Events se produisent lorsque les événements d'entrée ne sont pas traités aussi rapidement qu'ils sont ingérés.","Lorsque vous voyez des Backlogged Input Events - augmentez le nombre de SUs pour ajouter plus de puissance de calcul à la tâche.","Les autres options - comme augmenter les événements en retard ou déplacer la tâche vers un cluster dédié - ne résolvent pas directement le problème de performance sans changer la requête.","0.0"
"Which of the following data file formats offers the highest performance and flexibility for data analytics?","a) Yet Another Markup Language (YAML) - b) Extensible Markup Language (XML) - c) Apache Parquet - d) JavaScript Object Notation (JSON)","c) Apache Parquet","Apache Parquet is optimized for big data processing and analytics - offering high performance for columnar storage.","0.0"
"You have source data that contains an array of JSON objects. Each JSON object has a child array of JSON objects. You create a data flow activity in an Azure Synapse Analytics pipeline. You need to transform the source so that it can be written to an Azure SQL Database table where each row represents an element of the child array- along with the values of its parent element. Which type of task should you add to the data flow activity?","a) flatten - b) parse - c) pivot - d) unpivot","a) flatten","La tâche flatten permet d'aplatir les tableaux JSON en transformant chaque élément de l'enfant dans une ligne avec les valeurs de son parent. La tâche parse est utilisée pour analyser des données brutes - tandis que pivot et unpivot créent des colonnes ou des lignes à partir des valeurs existantes - ce qui ne convient pas pour ce cas de figure.","0.0"
"You need to verify the size of transaction logs for each distribution in an Azure Synapse Analytics data warehouse. Which query should you execute?","a) Query sys.database_files in master - b) Query Azure Monitor logs - c) Query sys.transaction_logs in DW1","a) Query sys.database_files in master","a) Query sys.database_files in master : Correct - car cette vue permet de surveiller la taille des fichiers journaux de transaction.","0.0"
"You are using PolyBase in Azure Synapse to query Parquet files. You need to add a new column to the external table. What should you do?","a) Alter External Table - b) Drop and Create External Table","b) Drop and Create External Table","b) Drop and Create External Table : Correct - car il faut d'abord supprimer puis recréer la table externe pour ajouter la nouvelle colonne.","0.0"
"Which browsers are recommended for the best use of Azure Databricks?","a) Google Chrome - b) Firefox - c) Safari - d) Microsoft Edge - e) Internet Explorer - f) Mobile Browsers","a) Google Chrome - b) Firefox - c) Safari - d) Microsoft Edge","a) - b) - c) - d) : Corrects - car Google Chrome - Firefox - Safari - et Microsoft Edge sont recommandés par Microsoft. e) Internet Explorer et f) Mobile Browsers : Incorrects - car ils ne sont pas recommandés pour une utilisation optimale de Databricks.","0.0"
"You have an Azure Synapse Analytics workspace. You need to build a materialized view. Which two items should be included in the SELECT clause of the view? Each correct answer presents part of the solution.","a) a subquery - b) an aggregate function - c) the GROUP BY clause - d) the HAVING clause - e) the OPTION clause","b) an aggregate function - c) the GROUP BY clause","Lors de la création d'une vue matérialisée dans Azure Synapse Analytics - la clause SELECT doit inclure au moins une fonction d'agrégation et la clause GROUP BY correspondante. Les autres options comme la clause HAVING - une sous-requête - ou la clause OPTION ne sont pas obligatoires pour construire une vue matérialisée.","0.0"
"You have an Azure subscription containing an Azure Data Lake Storage account named MyAccount1. MyAccount1 contains two containers: Container1 and Container2. The subscription is linked to an Azure Active Directory tenant that contains a security group named Group1. You need to grant Group1 read access to Container1. The solution must use the principle of least privilege. Which role should you assign to Group1?","a) Storage Blob Data Reader for Container1 - b) Storage Table Data Reader for Container1 - c) Storage Blob Data Reader for MyAccount1 - d) Storage Table Data Reader for MyAccount1","a) Storage Blob Data Reader for Container1","a) Storage Blob Data Reader for Container1 : Correct - car ce rôle accorde uniquement les permissions nécessaires pour lire les données dans Container1 - conformément au principe du moindre privilège.","0.0"
"You develop a data ingestion process that will import data to Microsoft Azure SQL Data Warehouse. The data to be ingested resides in Parquet files stored in an Azure Data Lake Gen2 storage account. You need to load the data from the Azure Data Lake Gen2 storage account into the Azure SQL Data Warehouse. The solution is to create an external data source pointing to the Azure Data Lake Gen2 storage account- create an external file format and external table using the external data source- and load the data using CREATE TABLE AS SELECT statement. Does this meet the goal?","a) Yes - b) No","a) Yes","a) Yes : Correct - car l'instruction CREATE TABLE AS SELECT est la méthode recommandée pour charger des données depuis Azure Data Lake Gen2 dans un pool SQL dédié dans Synapse Analytics.","0.0"
"Which transformation is used to load data into a datastore or compute resource in Azure Data Factory?","a) Source - b) Destination - c) Sync - d) Window","c) Sync","c) Sync : Correct - car la transformation Sync est utilisée pour charger les données dans une ressource de calcul ou de stockage.","0.0"
"You have a SQL pool in Azure Synapse that contains a table named `dbo.customers`. You need to mask the email column to prevent non-administrative users from seeing full email addresses. What should you use?","a) From SQL Server Management Studio - set an email mask on the email column - b) From the Azure Portal - set a mask on the email column - c) From SQL Server Management Studio - grant select permission to users for all columns except email - d) From the Azure Portal - set a sensitivity classification of confidential for the email column","b) From the Azure Portal - set a mask on the email column","b) Set a mask on the email column : Correct - car cela masque les données sensibles tout en permettant l'accès aux utilisateurs. a) - c) - d) : Incorrects - car ils ne masquent pas correctement les données dans tous les scénarios.","0.0"
"You are designing a data partitioning strategy for an Azure Synapse Analytics workload. You need to implement a distribution strategy that optimizes data load operations. Which type of distribution should you use?","a) Hash - b) replicated tables - c) round-robin","c) round-robin","Le round-robin est optimisé pour le chargement des données. Le hachage optimise uniquement les requêtes - tandis que les tables répliquées offrent des performances de requête optimisées pour les petites tables.","0.0"
"Your company wants to route data rows to different streams based on matching conditions. Which transformation in mapping data flow should you use?","a) Conditional Split - b) Select - c) Lookup","a) Conditional Split","a) Conditional Split : Correct - car cette transformation permet de router les données vers différents flux selon des conditions définies.","0.0"
"La friction mène à la croissance.","Utilisé pour décrire comment les difficultés conduisent à la croissance personnelle.","La friction dans la vie provoque la croissance - tout comme dans l'entraînement physique.","Rechercher des tâches difficiles ou des défis pour favoriser le développement personnel.",""
"L'effort difficile construit le cortex cingulaire antérieur médian.","Illustre le processus de construction de la résilience mentale à travers des tâches difficiles.","La lutte entraîne des changements dans le cerveau qui renforcent la personne mentalement.","S'engager dans des tâches que tu n'aimes pas pour construire la résilience et la force mentale.",""
"Reste dur.","Encouragement à maintenir une dureté mentale face aux défis.","Un appel à une autodiscipline constante face aux difficultés.","Appliquer cet état d'esprit quotidiennement pour maintenir la discipline et continuer à s'améliorer.",""
"Tu crées ton propre moi.","Autodétermination et responsabilité dans la construction de sa vie.","Tu es responsable de la personne que tu deviens.","Prendre la responsabilité de façonner ton avenir à travers des actions cohérentes.",""
"Il n'y a pas de potion magique- il suffit d'agir.","Décrire que la seule voie est l'action - ne pas attendre la motivation.","Le succès vient des efforts répétés - non de l'attente de l'inspiration.","Se concentrer sur le travail acharné plutôt que d'attendre le bon moment pour agir.",""
"Le pouvoir de la discipline et du travail acharné","David Goggins explique que tout ce qu'il a accompli est le résultat d'une discipline et d'un effort constant.","La discipline et l'effort constant sont plus importants que le talent.","Adopter une routine stricte pour développer la discipline.",""
"La transformation par la souffrance","Goggins met l'accent sur la souffrance comme outil de transformation personnelle.","La souffrance est un catalyseur pour la croissance et la transformation.","Accepter et affronter les moments difficiles pour se transformer.",""
"L'importance de se confronter à soi-même","Il parle de la nécessité d'explorer ses propres limites pour se découvrir.","Se confronter à soi-même permet de mieux se comprendre.","Réfléchir à ses propres limites et les dépasser.",""
